current_time,latitude,longitude,speed,miles,miles_lap,rtc,millis,rpm,input_voltage,motor_watt,motor_tempMosfet,motor_tempMotor,motor_current,battery_current,motor_dutyCycle,motor_error,rasp_temp,battery_ampere,battery_voltage,charge,battery_temperature,autonomy
13:52:06.001, , ,-1.0,0,0, ,2057000,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,36,0.0,98.2,94.5,21.0,
13:52:06.762, , ,-1.0,0,0, ,2057600,0.0,95.9,0.05,21.6,20.1,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:07.270, , ,-1.0,0,0, ,2058394,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,36,0.0,98.2,94.5,21.0,
13:52:07.784, , ,-1.0,0,0, ,2058608,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:08.553, , ,-1.0,0,0, ,2059597,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:09.067, , ,-1.0,0,0, ,2060197,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,36,0.0,98.2,94.5,21.0,
13:52:09.833, , ,-1.0,0,0, ,2060815,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:10.345, , ,-1.0,0,0, ,2061413,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:10.852, , ,-1.0,0,0, ,2062011,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,38,0.0,98.2,94.5,21.0,
13:52:11.623, , ,-1.0,0,0, ,2062610,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:12.140, , ,-1.0,0,0, ,2063003,0.0,95.9,0.05,21.6,19.8,0.0,0.0,65.53,0,36,0.0,98.2,94.5,21.0,
13:52:12.904, , ,-1.0,0,0, ,2064005,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:13.418, , ,-1.0,0,0, ,2064217,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,36,0.0,98.2,94.5,21.0,
13:52:13.922, , ,-1.0,0,0, ,2064814,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,36,0.0,98.2,94.5,21.0,
13:52:14.696, , ,-1.0,0,0, ,2065823,0.0,96.0,0.05,21.6,19.9,0.0,0.0,65.53,0,36,0.0,98.2,94.5,21.0,
13:52:15.210, , ,-1.0,0,0, ,2066209,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:15.718, , ,-1.0,0,0, ,2066809,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:16.482, , ,-1.0,0,0, ,2067410,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:16.999, , ,-1.0,0,0, ,2068029,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:17.781, , ,-1.0,0,0, ,2068626,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:18.285, , ,-1.0,0,0, ,2069224,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:18.797, , ,-1.0,0,0, ,2069822,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:19.562, , ,-1.0,0,0, ,2070617,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:20.078, , ,-1.0,0,0, ,2071218,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,36,0.0,98.2,94.5,21.0,
13:52:20.591, , ,-1.0,0,0, ,2071432,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:21.361, , ,-1.0,0,0, ,2072421,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:21.871, , ,-1.0,0,0, ,2073039,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:22.640, , ,-1.0,0,0, ,2073636,0.0,96.0,0.05,21.6,19.8,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:23.151, , ,-1.0,0,0, ,2074234,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:23.655, , ,-1.0,0,0, ,2074832,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,36,0.0,98.2,94.5,21.0,
13:52:24.428, , ,-1.0,0,0, ,2075626,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,36,0.0,98.2,94.5,21.0,
13:52:24.932, , ,-1.0,0,0, ,2075842,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:25.688, , ,-1.0,0,0, ,2076829,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:26.196, , ,-1.0,0,0, ,2077038,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:26.708, , ,-1.0,0,0, ,2077831,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:27.475, , ,-1.0,0,0, ,2078648,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:27.988, , ,-1.0,0,0, ,2079033,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:28.769, , ,-1.0,0,0, ,2079844,0.0,96.0,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:29.275, , ,-1.0,0,0, ,2080443,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:29.782, , ,-1.0,0,0, ,2080837,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:30.553, , ,-1.0,0,0, ,2081454,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,36,0.0,98.2,94.5,21.0,
13:52:31.066, , ,-1.0,0,0, ,2082052,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:31.575, , ,-1.0,0,0, ,2082650,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:32.338, , ,-1.0,0,0, ,2083442,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,36,0.0,98.2,94.5,21.0,
13:52:32.843, , ,-1.0,0,0, ,2084043,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:33.614, , ,-1.0,0,0, ,2084644,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:34.128, , ,-1.0,0,0, ,2085245,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:34.643, , ,-1.0,0,0, ,2085847,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:35.406, , ,-1.0,0,0, ,2086463,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:35.911, , ,-1.0,0,0, ,2087061,0.0,95.9,0.05,21.6,19.8,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:36.681, , ,-1.0,0,0, ,2087659,0.0,96.0,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:37.188, , ,-1.0,0,0, ,2088051,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:37.695, , ,-1.0,0,0, ,2088669,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:38.461, , ,-1.0,0,0, ,2089654,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:38.967, , ,-1.0,0,0, ,2089865,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:39.728, , ,-1.0,0,0, ,2090857,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:40.245, , ,-1.0,0,0, ,2091474,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:40.748, , ,-1.0,0,0, ,2091858,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:41.509, , ,-1.0,0,0, ,2092669,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:42.021, , ,-1.0,0,0, ,2093061,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:42.779, , ,-1.0,0,0, ,2093662,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:43.287, , ,-1.0,0,0, ,2094279,0.0,95.9,0.05,21.6,19.8,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:43.788, , ,-1.0,0,0, ,2094877,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,36,0.0,98.2,94.5,21.0,
13:52:44.550, , ,-1.0,0,0, ,2095475,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:45.060, , ,-1.0,0,0, ,2096073,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:45.825, , ,-1.0,0,0, ,2096867,0.0,96.0,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:46.339, , ,-1.0,0,0, ,2097469,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:46.847, , ,-1.0,0,0, ,2098070,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:47.615, , ,-1.0,0,0, ,2098671,0.0,95.9,0.05,21.6,20.1,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:48.131, , ,-1.0,0,0, ,2099291,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:48.913, , ,-1.0,0,0, ,2099889,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:49.421, , ,-1.0,0,0, ,2100488,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:49.935, , ,-1.0,0,0, ,2101086,0.0,96.0,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:50.708, , ,-1.0,0,0, ,2101685,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:51.218, , ,-1.0,0,0, ,2102078,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,36,0.0,98.2,94.5,21.0,
13:52:51.984, , ,-1.0,0,0, ,2103080,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:52.488, , ,-1.0,0,0, ,2103682,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:52.999, , ,-1.0,0,0, ,2103891,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:53.764, , ,-1.0,0,0, ,2104884,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:54.273, , ,-1.0,0,0, ,2105499,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:54.774, , ,-1.0,0,0, ,2105885,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:55.543, , ,-1.0,0,0, ,2106695,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:56.048, , ,-1.0,0,0, ,2107088,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:56.813, , ,-1.0,0,0, ,2107706,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,36,0.0,98.2,94.5,21.0,
13:52:57.321, , ,-1.0,0,0, ,2108304,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:57.832, , ,-1.0,0,0, ,2108902,0.0,96.0,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:58.602, , ,-1.0,0,0, ,2109501,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:59.109, , ,-1.0,0,0, ,2110295,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:52:59.883, , ,-1.0,0,0, ,2111109,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:53:00.390, , ,-1.0,0,0, ,2111497,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:53:00.900, , ,-1.0,0,0, ,2112098,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:53:01.679, , ,-1.0,0,0, ,2112715,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:53:02.181, , ,-1.0,0,0, ,2113313,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:53:02.943, , ,-1.0,0,0, ,2113910,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:53:03.452, , ,-1.0,0,0, ,2114508,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:53:03.959, , ,-1.0,0,0, ,2114904,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:53:04.731, , ,-1.0,0,0, ,2115905,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:53:05.239, , ,-1.0,0,0, ,2116506,0.0,96.0,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:53:05.749, , ,-1.0,0,0, ,2116714,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:53:06.511, , ,-1.0,0,0, ,2117724,0.0,95.9,0.05,21.7,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:53:07.019, , ,-1.0,0,0, ,2118109,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:53:07.789, , ,-1.0,0,0, ,2118918,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:53:08.300, , ,-1.0,0,0, ,2119311,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:53:08.814, , ,-1.0,0,0, ,2119928,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:53:09.582, , ,-1.0,0,0, ,2120526,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:53:10.092, , ,-1.0,0,0, ,2121123,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:53:10.862, , ,-1.0,0,0, ,2122117,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:53:11.371, , ,-1.0,0,0, ,2122518,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:53:11.881, , ,-1.0,0,0, ,2123119,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:53:12.650, , ,-1.0,0,0, ,2123721,0.0,95.9,0.05,21.6,19.9,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:53:13.162, , ,-1.0,0,0, ,2124341,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
13:53:13.922, , ,-1.0,0,0, ,2124939,0.0,95.9,0.05,21.6,20.0,0.0,0.0,65.53,0,37,0.0,98.2,94.5,21.0,
