current_time,latitude,longitude,speed,miles,miles_lap,rtc,millis,rpm,input_voltage,motor_watt,motor_tempMosfet,motor_tempMotor,motor_current,battery_current,motor_dutyCycle,motor_error,rasp_temp,battery_ampere,battery_voltage,charge,battery_temperature,autonomy
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
18:51:29.298,37.978671,23.785943,0.8,1.3,1.3, ,2194224,3028.0,44.6,23.15,37.3,22.6,18.1,6553.5,0.14,0,47,900.0,0.0,1.0,85.0,
